CIF_NIF,n_EMPL,TOT_ARPU_3m,TOT_LINEAS_FYM,ARPU_F_3m,ARPU_M_3m,TOT_LINEAS_POT,cADSL,cFusionado
1366,0,238.2386,6,178.6086,59.63,0,1,0
1367,0,331.7456,4,164.0256,167.72,0,0,0
1368,4,35.0751,1,35.0751,0,0,0,0
1369,2,45.27,1,0,45.27,0,0,0
1370,1,45.2847,1,45.2847,0,0,1,0
1371,0,44.661,1,44.661,0,0,1,0
1372,12,17.8003,1,17.8003,0,0,0,0
1373,0,17.2064,1,17.2064,0,0,0,0
1374,0,25.2,1,0,25.2,2,0,0
1375,0,41.7777,2,34.3277,7.45,0,1,1
1376,2,34.46,2,0,34.46,0,0,0
1377,0,20,1,0,20,0,0,0
1378,0,28.4,1,0,28.4,0,0,0
1379,0,44.6059,1,44.6059,0,0,1,0
1380,0,44.9726,1,44.9726,0,0,1,0
1381,4,26.5948,1,26.5948,0,0,1,0
1382,0,30.59,1,0,30.59,0,0,0
1383,0,43.14,1,43.14,0,0,1,0
1384,0,94.1182,6,49.0082,45.11,0,1,1
1385,2,60.1374,2,51.4074,8.73,0,1,1
1386,2,94.6833,3,55.3833,39.3,0,1,1
1387,1,210.761,6,200.381,10.38,0,1,0
1388,4,28.1,1,0,28.1,0,0,0
1389,0,44.1311,1,44.1311,0,0,1,0
1390,1,10.38,1,0,10.38,0,0,0
1391,1,59.53,2,0,59.53,0,0,0
1392,5,57.13,4,0,57.13,0,0,0
1393,0,8.32,2,0,8.32,0,0,0
1394,0,49.051,2,34.761,14.29,0,1,1
1395,4,14.379,1,14.379,0,0,0,0
1396,3,61.98,2,0,61.98,0,0,0
1397,1,46.3,1,0,46.3,1,0,0
1398,8,45.013,1,45.013,0,0,1,0
1399,3,46.0561,1,46.0561,0,0,1,0
1400,2,38.5044,2,23.1244,15.38,0,1,1
1401,4,20.6831,2,3.0231,17.66,0,1,1
1402,2,32.6081,1,32.6081,0,1,0,0
1403,0,41.3535,2,32.1035,9.25,0,1,1
1404,2,25.63,1,0,25.63,0,0,0
1405,9,46.9969,2,34.5469,12.45,0,1,1
1406,7,41.1453,1,41.1453,0,0,1,0
1407,2,14.5921,1,14.5921,0,0,0,0
1408,0,36.78,2,0,36.78,3,0,0
1409,0,38.375,1,38.375,0,0,1,0
1410,0,91.296,4,71.366,19.93,0,0,0
1411,0,114.9209,5,94.1009,20.82,0,0,0
1412,26,100.6969,2,90.3669,10.33,0,1,1
1413,0,118.0582,3,118.0582,0,0,1,0
1414,0,48.2633,1,48.2633,0,0,1,0
1415,1,99.6223,3,59.6323,39.99,0,1,1
1416,0,191.1235,6,134.9935,56.13,0,1,1
1417,1,188.8367,6,141.6067,47.23,0,1,0
1418,5,144.1409,3,144.1409,0,0,1,0
1419,1,239.47,8,148.43,91.04,0,1,1
1420,0,266.1382,4,224.4782,41.66,0,0,0
1421,3,48.91,1,0,48.91,0,0,0
1422,2,25.3327,1,25.3327,0,0,0,0
1423,3,41.3899,3,33.0199,8.37,0,1,1
1424,2,14.379,1,14.379,0,0,0,0
1425,1,55.26,2,0,55.26,0,0,0
1426,0,29.66,1,0,29.66,2,0,0
1427,1,28.1,1,0,28.1,0,0,0
1428,4,41.9564,2,30.3064,11.65,1,1,1
1429,1,20.05,1,0,20.05,0,0,0
1430,2,45.1677,2,45.1677,0,0,1,0
1431,0,67.28,2,0,67.28,0,0,0
1432,1,21.219,2,14.379,6.84,2,1,1
1433,0,10.33,1,0,10.33,0,0,0
1434,0,47.9685,3,34.0385,13.93,0,1,1
1435,2,74.6354,2,74.6354,0,0,1,0
1436,4,88.6659,3,53.1359,35.53,0,1,1
1437,9,91.003,3,54.443,36.56,0,1,1
1438,5,80.7606,2,80.7606,0,0,1,0
1439,3,59.7509,1,59.7509,0,0,1,0
1440,0,254.2818,6,166.3218,87.96,0,1,0
1441,0,189.0064,6,138.9464,50.06,0,0,0
1442,2,23.9006,1,23.9006,0,0,0,0
1443,0,41.434,2,33.114,8.32,0,1,1
1444,0,8.5019,1,8.5019,0,0,0,0
1445,0,1.07,2,0,1.07,0,1,1
1446,0,41.885,1,41.885,0,0,1,0
1447,0,47.2501,2,34.9301,12.32,0,1,1
1448,0,17.47,1,0,17.47,0,0,0
1449,0,27.8427,1,27.8427,0,0,0,0
1450,0,44.8245,1,44.8245,0,0,1,0
1451,2,49.4034,2,41.0334,8.37,0,1,1
1452,1,31.3,1,0,31.3,0,0,0
1453,0,45.4644,1,45.4644,0,0,1,0
1454,0,39.9162,1,39.9162,0,0,1,0
1455,1,44.537,1,44.537,0,0,1,0
1456,0,31.3628,1,31.3628,0,0,1,0
1457,0,40.8365,1,40.8365,0,0,1,0
1458,0,39.1178,1,39.1178,0,0,1,0
1459,0,44.9112,2,42.3412,2.57,0,1,1
1460,0,14.379,1,14.379,0,0,0,0
1461,2,62.3063,3,44.4263,17.88,0,1,1
1462,0,55.6446,1,55.6446,0,0,1,0
1463,0,275.6877,9,141.7277,133.96,0,1,1
1464,1,41.59,6,0,41.59,0,0,0
1465,0,34.2306,1,34.2306,0,0,1,0
1466,1,44.0839,1,44.0839,0,0,1,0
1467,0,32.2107,3,15.8607,16.35,0,1,1
1468,0,50.0272,2,30.7172,19.31,0,1,1
1469,0,30.74,1,0,30.74,2,0,0
1470,0,36.8933,4,36.6133,0.28,0,1,1
1471,0,44.1298,1,44.1298,0,0,1,0
1472,0,33.8801,3,-0.2599,34.14,0,1,1
1473,0,28.3672,1,28.3672,0,0,1,0
1474,0,26.4296,1,26.4296,0,0,1,0
1475,0,42.1729,2,33.8529,8.32,0,1,1
1476,0,27.5168,1,27.5168,0,0,1,0
1477,0,13.94,1,0,13.94,0,0,0
1478,0,44.1969,1,44.1969,0,0,1,0
1479,0,20.9767,1,20.9767,0,0,1,0
1480,0,35.09,1,35.09,0,0,0,0
1481,0,28.2817,1,28.2817,0,0,1,0
1482,0,52.8038,2,29.4438,23.36,0,1,1
1483,0,10.3967,3,2.0767,8.32,0,1,1
1484,0,39.9988,1,39.9988,0,0,1,0
1485,0,38.0913,2,32.0813,6.01,0,1,1
1486,0,27.8562,1,27.8562,0,0,1,0
1487,0,43.5911,1,43.5911,0,0,1,0
1488,0,27.0892,2,19.6392,7.45,0,1,1
1489,2,91.0112,3,47.4912,43.52,1,1,1
1490,3,85.6509,3,44.6509,41,0,1,1
1491,0,59.3981,2,59.3981,0,0,0,0
1492,0,85.0583,5,75.4283,9.63,0,0,0
1493,15,920.3257,20,510.3757,409.95,0,0,0
1494,0,152.5719,3,152.5719,0,0,1,0
1495,0,29.8462,3,21.0462,8.8,0,1,1
1496,0,25.2343,2,15.6843,9.55,0,1,1
1497,3,107.0196,4,45.4396,61.58,0,1,1
1498,2,89.873,3,54.963,34.91,0,1,1
1499,26,48.8335,1,48.8335,0,0,1,0
1500,0,179.9682,7,144.0182,35.95,0,1,1
1501,2,258.7344,6,174.6544,84.08,0,0,0
1502,0,240.1766,6,178.4166,61.76,0,1,1
1503,0,289.9906,8,262.6706,27.32,0,0,0
1504,0,634.7912,3,540.3112,94.48,0,1,1
1505,3,21.5321,3,21.5321,0,0,0,0
1506,5,61.4988,2,50.2988,11.2,0,1,1
1507,3,132.1754,3,132.1754,0,0,0,0
1508,1,322.8175,7,180.9575,141.86,0,1,0
1509,1,233.9842,6,144.7742,89.21,0,1,1
1510,3,46.5956,2,46.5956,0,0,1,0
1511,3,45.0692,1,45.0692,0,0,1,0
1512,1,126.5181,4,82.1281,44.39,0,0,0
1513,5,84.7534,2,73.7534,11,0,1,1
1514,0,254.8854,7,180.9354,73.95,0,0,0
1515,1,147.7696,4,139.4496,8.32,0,1,1
1516,0,308.1992,3,308.1992,0,0,0,0
1517,0,332.0257,5,215.5757,116.45,0,1,0
1518,1,32.8724,1,32.8724,0,0,0,0
1519,0,82.3207,2,52.3207,30,0,0,0
1520,3,62.364,2,51.834,10.53,1,1,1
1521,0,131.4291,2,131.4291,0,0,0,0
1522,3,61.6406,2,27.7506,33.89,0,0,0
1523,0,222.3328,6,136.2828,86.05,1,0,0
1524,0,239.6742,5,214.6642,25.01,0,0,0
1525,0,28.6081,1,28.6081,0,0,0,0
1526,0,111.437,2,111.437,0,0,1,0
1527,3,94.6292,3,50.6592,43.97,0,1,1
1528,4,62.8009,2,62.8009,0,0,0,0
1529,1,131.3275,3,99.1275,32.2,0,1,0
1530,2,95.2279,4,73.1979,22.03,0,1,1
1531,5,116.501,3,86.441,30.06,0,1,1
1532,10,49.2611,1,49.2611,0,0,1,0
1533,0,59.3365,2,59.3365,0,0,0,0
1534,0,215.6681,3,215.6681,0,0,0,0
1535,2,150.2847,1,150.2847,0,0,0,0
1536,0,25.1263,1,25.1263,0,0,0,0
1537,2,57.661,2,47.331,10.33,0,1,1
1538,2,61.5465,2,43.4265,18.12,0,1,1
1539,6,138.7963,5,116.5863,22.21,0,1,1
1540,6,56.0102,3,56.0102,0,0,0,0
1541,12,66.6572,2,55.6072,11.05,0,1,1
1542,2,230.7175,4,230.7175,0,0,0,0
1543,0,186.3209,6,129.2709,57.05,0,1,0
1544,2,31.5543,1,31.5543,0,0,0,0
1545,0,117.5369,7,72.6469,44.89,0,0,0
1546,5,93.8328,3,68.9028,24.93,0,1,1
1547,0,69.8093,1,69.8093,0,0,1,0
1548,8,44.1311,1,44.1311,0,1,1,0
1549,20,23,1,0,23,0,0,0
1550,1,60.3477,2,60.3477,0,0,0,0
1551,8,107.4046,1,107.4046,0,0,0,0
1552,0,222.3346,6,162.2646,60.07,0,1,0
1553,0,23.1361,1,23.1361,0,0,0,0
1554,2,69.5971,2,48.8071,20.79,0,1,1
1555,0,183.2321,6,162.7021,20.53,0,1,1
1556,4,3.4793,1,3.4793,0,1,0,0
1557,0,13.55,2,0,13.55,0,0,0
1558,0,90.7697,1,90.7697,0,0,1,0
1559,1,84.5824,2,64.1524,20.43,0,1,1
1560,8,43.9415,2,34.6915,9.25,0,1,1
1561,5,22.73,1,0,22.73,0,0,0
1562,0,75.0533,1,75.0533,0,2,1,0
1563,2,89.9836,2,89.9836,0,0,1,1
1564,0,200.6753,5,190.3453,10.33,0,0,0
1565,1,203.7993,6,153.9793,49.82,0,1,1
1566,0,167.9211,6,125.3611,42.56,0,0,0
1567,4,61.1671,2,45.4271,15.74,0,1,1
1568,2,57.6853,2,39.9553,17.73,2,1,1
1569,0,92.791,3,70.121,22.67,0,1,1
1570,1,220.5879,6,146.0079,74.58,0,1,0
1571,2,23.8496,1,23.8496,0,1,0,0
1572,14,107.1077,4,107.1077,0,0,0,0
1573,0,783.6476,8,375.9376,407.71,0,1,0
1574,20,23.8318,2,23.8318,0,0,0,0
1575,2,33.5857,1,33.5857,0,0,0,0
1576,2,78.9488,2,78.9488,0,0,1,0
1577,3,97.6922,3,52.5122,45.18,0,1,1
1578,0,131.4716,4,97.2716,34.2,0,1,0
1579,3,56.8865,2,56.8865,0,0,0,0
1580,0,89.8473,4,65.6573,24.19,0,1,1
1581,0,181.5793,2,181.5793,0,0,0,0
1582,1,309.3007,7,218.2707,91.03,0,1,0
1583,2,158.4779,3,148.1479,10.33,0,1,1
1584,3,73.6034,2,47.0134,26.59,0,1,1
1585,0,53.2601,1,53.2601,0,0,0,0
1586,2,42.3926,2,33.9726,8.42,0,1,1
1587,5,52.661,2,40.481,12.18,0,1,1
1588,4,88.5447,3,76.9847,11.56,0,1,1
1589,3,86.2409,3,51.0309,35.21,0,1,1
1590,0,12.92,1,0,12.92,0,0,0
1591,1,105.5947,6,70.1747,35.42,0,1,0
1592,0,188.1349,6,137.1549,50.98,0,0,0
1593,0,69.075,1,69.075,0,0,0,0
1594,0,92.4051,4,83.8051,8.6,0,0,0
1595,0,36.42,1,0,36.42,0,0,0
1596,0,158.4993,3,141.5893,16.91,0,1,0
1597,2,61.1895,3,50.1395,11.05,1,0,0
1598,3,109.1305,3,91.2005,17.93,0,1,1
1599,1,61.8473,1,61.8473,0,0,0,0
1600,0,128.993,1,128.993,0,0,1,0
1601,1,254.2553,5,137.8753,116.38,0,1,0
1602,8,72.97,1,0,72.97,0,0,0
1603,0,42.5782,6,42.5782,0,0,0,0
1604,20,14.379,1,14.379,0,0,0,0
1605,2,136.2722,4,100.4622,35.81,0,0,0
1606,2,112.7357,3,67.4057,45.33,0,1,1
1607,0,97.7528,3,44.2228,53.53,0,0,0
1608,0,258.9811,9,135.3111,123.67,0,0,0
1609,5,27.2694,1,27.2694,0,0,0,0
1610,1,112.8527,3,112.8527,0,0,0,0
1611,2,63.3291,2,45.0991,18.23,0,1,1
1612,3,65.6376,2,47.5276,18.11,0,1,1
1613,0,256.934,4,205.314,51.62,0,1,0
1614,0,212.1156,4,212.1156,0,0,1,0
1615,5,10,1,0,10,0,0,0
1616,1,135.0015,3,119.5615,15.44,0,1,1
1617,7,53.025,1,53.025,0,0,1,0
1618,2,63.2966,2,52.9166,10.38,0,1,1
1619,1,106.7091,3,106.7091,0,0,0,0
1620,2,52.5379,1,52.5379,0,0,0,0
1621,2,69.1307,3,44.7907,24.34,0,1,1
1622,1,213.6017,6,145.0517,68.55,0,1,1
1623,39,21.7749,1,21.7749,0,0,0,0
1624,4,89.9346,2,89.9346,0,0,1,0
1625,5,55.0931,2,45.1731,9.92,0,1,0
1626,0,109.8951,6,88.0551,21.84,0,1,1
1627,0,73.86,3,73.86,0,0,0,0
1628,1,175.2687,4,155.4387,19.83,0,0,0
1629,0,217.4474,4,144.7674,72.68,0,0,0
1630,4,186.9538,6,146.2738,40.68,0,1,0
1631,5,110.1167,2,65.3267,44.79,0,1,0
1632,0,116.5578,3,116.5578,0,0,0,0
1633,3,49.7941,2,49.7941,0,0,0,0
1634,0,130.1319,2,130.1319,0,0,0,0
1635,5,141.7358,3,141.7358,0,0,0,0
1636,2,100.4329,5,42.9029,57.53,0,1,1
1637,1,184.3395,6,137.5895,46.75,0,1,1
1638,0,156.6958,3,156.6958,0,0,1,0
1639,5,89.2047,3,89.2047,0,0,0,0
1640,5,61.7963,2,46.4063,15.39,1,1,1
1641,3,90.2102,2,51.5202,38.69,0,1,1
1642,1,103.3106,2,103.3106,0,0,0,0
1643,3,64.1615,2,49.1615,15,0,1,1
1644,0,212.3736,5,166.8636,45.51,0,1,1
1645,5,57.7414,2,47.4114,10.33,0,1,1
1646,3,73.6026,2,56.6326,16.97,0,1,1
1647,1,290.6972,8,188.4372,102.26,0,1,0
1648,2,43.5606,2,34.3106,9.25,0,1,1
1649,2,57.5852,1,57.5852,0,0,1,0
1650,11,62.714,2,52.334,10.38,0,1,1
1651,3,98.2172,3,86.9472,11.27,0,0,0
1652,4,122.5943,3,74.2343,48.36,0,1,1
1653,2,128.0046,5,82.6446,45.36,0,1,1
1654,0,24.4834,1,24.4834,0,0,0,0
1655,0,121.3116,3,110.2616,11.05,0,1,1
1656,8,87.241,2,67.511,19.73,1,1,1
1657,0,193.8262,6,141.1062,52.72,0,1,1
1658,0,236.8914,6,169.1514,67.74,0,1,1
1659,0,751.4851,3,627.1751,124.31,0,1,1
1660,0,20.0736,1,20.0736,0,0,0,0
1661,10,94.5476,2,84.2176,10.33,0,1,1
1662,4,130.365,3,119.985,10.38,0,1,0
1663,0,85.2423,5,57.0923,28.15,0,0,0
1664,2,62.4311,2,51.9511,10.48,0,1,1
1665,4,103.0248,2,91.0148,12.01,0,1,1
1666,0,214.9813,3,214.9813,0,0,0,0
1667,0,89.7492,3,69.4492,20.3,0,0,0
1668,1,53.0826,2,42.9526,10.13,0,0,0
1669,0,110.0332,6,71.4332,38.6,0,0,0
1670,0,147.2383,3,147.2383,0,0,0,0
1671,4,283.7565,6,240.3765,43.38,0,0,0
1672,0,307.2551,4,193.6751,113.58,0,1,0
1673,1,39.3359,2,39.3359,0,0,0,0
1674,2,49.13,2,0,49.13,0,0,0
1675,2,29.27,1,0,29.27,0,0,0
1676,2,43.8447,3,37.4647,6.38,1,1,1
1677,1,130.491,6,88.071,42.42,0,1,1
1678,0,221.968,3,221.968,0,0,1,0
1679,2,203.0106,5,149.4006,53.61,0,1,1
1680,2,23.0914,1,23.0914,0,0,0,0
1681,2,63.7141,1,63.7141,0,0,1,0
1682,0,213.8938,6,183.1438,30.75,0,1,0
1683,0,406.0939,7,253.0639,153.03,0,1,0
1684,0,169.8661,3,169.8661,0,0,0,0
1685,2,48.0857,2,39.7657,8.32,0,1,1
1686,4,297.4263,9,175.4763,121.95,0,1,0
1687,0,218.0143,6,186.2143,31.8,0,0,0
1688,1,192.0187,7,132.3387,59.68,0,1,1
1689,1,194.9652,5,143.2352,51.73,0,0,0
1690,1,174.5103,5,174.5103,0,0,1,0
1691,2,40.197,2,40.197,0,0,0,0
1692,2,27.04,1,0,27.04,0,0,0
1693,1,49.28,2,0,49.28,0,0,0
1694,13,43.9817,1,43.9817,0,0,1,0
1695,4,28.47,1,28.47,0,0,0,0
1696,7,83.2714,3,47.6614,35.61,0,1,1
1697,0,55.0685,3,55.0685,0,0,0,0
1698,4,62.5665,3,62.5665,0,0,0,0
1699,4,58.6423,2,58.6423,0,0,1,0
1700,9,136.6059,3,125.6059,11,0,1,1
1701,0,85.2954,2,65.2954,20,0,1,0
1702,7,162.0445,3,151.5145,10.53,0,1,1
1703,1,43.9154,1,43.9154,0,0,1,0
1704,0,9.92,1,0,9.92,0,0,0
1705,1,27.0972,2,19.7572,7.34,0,0,0
1706,0,44.4571,1,44.4571,0,0,1,0
1707,3,65.9482,2,54.8982,11.05,0,1,1
1708,3,121.2274,2,92.4674,28.76,0,1,1
1709,1,114.4512,5,85.4012,29.05,0,0,0
1710,4,134.9205,4,107.8005,27.12,0,1,1
1711,0,101.9541,4,80.8241,21.13,0,0,0
1712,6,80.35,4,0,80.35,0,0,0
1713,6,81.2289,3,55.7989,25.43,0,1,1
1714,0,51.051,1,51.051,0,0,1,0
1715,3,66.7438,2,48.2938,18.45,0,1,1
1716,6,56.1741,1,56.1741,0,0,1,0
1717,0,123.7329,3,106.0729,17.66,0,1,1
1718,15,216.5989,3,216.5989,0,0,0,0
1719,4,113.9268,3,69.9068,44.02,1,1,1
1720,3,89.4149,3,71.4049,18.01,0,1,1
1721,2,108.2281,2,108.2281,0,0,1,0
1722,3,108.544,2,54.734,53.81,0,1,1
1723,1,99.1284,6,51.6484,47.48,0,0,0
1724,0,88.8026,2,71.7226,17.08,0,0,0
1725,0,98.1617,6,69.9717,28.19,0,0,0
1726,4,66.7596,2,58.2296,8.53,0,1,1
1727,2,91.2685,3,45.6185,45.65,0,1,1
1728,5,106.2118,3,88.5518,17.66,0,0,0
1729,4,123.902,2,123.902,0,0,1,0
1730,0,61.6194,2,61.6194,0,0,0,0
1731,3,113.758,1,113.758,0,0,1,0
1732,2,63.0303,3,47.6103,15.42,0,0,0
1733,7,104.9321,3,104.9321,0,0,1,0
1734,2,90.7457,2,90.7457,0,0,1,0
1735,1,687.1607,16,48.8907,638.27,0,1,1
1736,0,197.4992,5,161.7792,35.72,0,0,0
1737,0,333.1446,5,170.0746,163.07,0,1,1
1738,1,40.0627,1,40.0627,0,0,0,0
1739,2,23.4131,1,23.4131,0,0,0,0
1740,2,57.61,2,0,57.61,0,0,0
1741,0,45.43,1,0,45.43,0,0,0
1742,9,119.0849,4,82.8449,36.24,0,1,1
1743,0,82.2314,4,35.7314,46.5,0,0,0
1744,6,65.3667,2,54.4267,10.94,0,1,1
1745,5,121.2529,3,121.2529,0,0,0,0
1746,1,211.0929,7,135.7529,75.34,1,0,0
1747,0,33.0203,2,33.0203,0,0,0,0
1748,2,27.6228,1,27.6228,0,0,0,0
1749,1,17.7504,1,17.7504,0,0,0,0
1750,1,18.3909,1,18.3909,0,0,0,0
1751,0,18.9421,1,18.9421,0,0,0,0
1752,0,18.72,1,0,18.72,0,0,0
1753,136,68.3375,3,68.3375,0,0,0,0
1754,5,104.1099,4,79.0199,25.09,0,0,0
1755,16,84.4333,2,84.4333,0,0,0,0
1756,2,85.5253,3,61.0853,24.44,0,1,1
1757,4,121.1208,2,82.1208,39,0,1,0
1758,1,327.3956,5,238.1056,89.29,0,1,0
1759,3,24.9767,1,24.9767,0,0,0,0
1760,2,66.7851,2,55.4051,11.38,0,1,1
1761,0,117.899,6,60.859,57.04,0,1,1
1762,8,57.328,3,46.328,11,0,1,1
1763,0,64.5168,2,46.0368,18.48,0,1,1
1764,2,25.9859,1,25.9859,0,0,0,0
1765,2,74.8983,3,42.2083,32.69,0,1,1
1766,0,110.0865,4,92.4265,17.66,0,0,0
1767,8,65.4836,3,15.9736,49.51,0,0,0
1768,0,168.4287,5,136.6687,31.76,0,1,0
1769,0,226.555,7,177.685,48.87,0,0,0
1770,0,229.2139,4,229.2139,0,0,1,0
1771,1,417.2226,6,417.2226,0,0,1,0
1772,2,56.9161,2,45.8661,11.05,0,1,1
1773,0,109.0177,4,98.3377,10.68,0,0,0
1774,5,353.371,7,344.121,9.25,0,1,0
1775,4,24.8516,1,24.8516,0,0,0,0
1776,0,18.6288,2,3.7188,14.91,0,1,0
1777,0,68.1466,1,68.1466,0,0,1,0
1778,2,87.8143,3,51.4443,36.37,0,1,1
1779,0,135.7424,3,125.4124,10.33,0,0,0
1780,2,41.5638,2,20.0738,21.49,0,0,0
1781,0,310.148,2,310.148,0,0,0,0
1782,0,257.8819,4,163.0319,94.85,0,0,0
1783,2,44.7934,1,44.7934,0,0,1,0
1784,5,24.7777,1,24.7777,0,0,0,0
1785,6,49.6245,2,37.1445,12.48,0,1,1
1786,2,17.6773,1,17.6773,0,0,0,0
1787,2,101.0661,1,101.0661,0,0,1,0
1788,0,87.4435,1,87.4435,0,0,1,0
1789,1,133.3041,4,122.2041,11.1,0,0,0
1790,3,78.698,2,63.528,15.17,0,1,1
1791,4,67.1229,2,67.1229,0,0,0,0
1792,21,77.7364,3,27.7364,50,1,0,0
1793,3,52.323,1,52.323,0,0,1,0
1794,0,121.1,3,121.1,0,0,0,0
1795,45,90.2584,2,90.2584,0,0,0,0
1796,3,65.3654,2,51.7154,13.65,0,1,1
1797,0,67.8182,2,46.5082,21.31,0,1,1
1798,1,246.428,8,167.898,78.53,0,0,0
1799,48,37.9018,2,37.9018,0,0,0,0
1800,14,70.518,1,70.518,0,0,0,0
1801,0,103.3233,2,80.6733,22.65,0,1,1
1802,0,522.0619,3,433.5619,88.5,0,1,0
1803,3,213.4941,8,134.3141,79.18,0,1,0
1804,1,183.8497,6,140.4497,43.4,0,1,0
1805,0,49.5342,2,18.2142,31.32,0,0,0
1806,0,183.3663,3,168.8863,14.48,0,1,1
1807,5,154.0296,3,143.6996,10.33,0,1,0
1808,4,216.1319,3,168.9119,47.22,0,1,0
1809,3,146.4097,1,146.4097,0,0,1,0
1810,2,44.2214,1,44.2214,0,0,1,0
1811,2,13.78,2,0,13.78,0,0,0
1812,0,90.6609,3,78.6809,11.98,0,0,0
1813,6,74.676,2,60.476,14.2,0,1,0
1814,0,191.9896,6,144.2796,47.71,0,0,0
1815,0,264.4424,7,243.0524,21.39,0,1,0
1816,2,38.536,1,38.536,0,0,1,0
1817,3,45.9205,2,35.7205,10.2,0,1,1
1818,0,14.379,1,14.379,0,0,0,0
1819,3,92.0361,4,45.7461,46.29,1,1,1
1820,2,63.6298,2,53.2498,10.38,0,1,1
1821,9,134.8406,3,116.4906,18.35,0,1,1
1822,3,94.6582,2,94.6582,0,0,1,0
1823,0,219.5459,6,141.2059,78.34,0,1,1
1824,2,79.172,2,54.212,24.96,0,1,1
1825,0,117.5513,6,84.6913,32.86,0,1,1
1826,0,142.9659,3,142.9659,0,0,1,0
1827,1,65.5,1,0,65.5,0,0,0
1828,5,71.3771,2,60.1771,11.2,0,1,1
1829,4,50.0694,1,50.0694,0,0,1,0
1830,1,220.0639,7,158.7539,61.31,0,1,1
1831,2,14.379,1,14.379,0,0,0,0
1832,4,53.4975,1,53.4975,0,0,1,0
1833,5,68.1461,2,49.9361,18.21,0,1,1
1834,2,51.305,1,51.305,0,0,1,0
1835,2,76.3459,2,58.5859,17.76,0,1,1
1836,0,277.602,6,212.102,65.5,0,1,1
1837,3,119.7402,3,108.9302,10.81,0,1,0
1838,2,145.7195,2,122.1195,23.6,1,1,1
1839,1,9.3,1,0,9.3,0,0,0
1840,4,40.9948,1,40.9948,0,0,0,0
1841,0,106.9781,2,106.9781,0,0,1,0
1842,3,61.4764,2,47.4964,13.98,0,1,1
1843,4,106.6535,3,61.1835,45.47,0,1,1
1844,1,137.1299,3,137.1299,0,0,1,0
1845,4,36.6562,1,36.6562,0,1,0,0
1846,2,76.052,2,62.392,13.66,0,1,1
1847,1,317.861,6,178.101,139.76,0,1,0
1848,39,156.9089,4,156.9089,0,0,1,0
1849,0,45.1961,2,45.1961,0,0,0,0
1850,8,61.4166,2,44.9766,16.44,0,1,1
1851,6,59.3501,1,59.3501,0,0,1,0
1852,0,94.7157,3,84.3857,10.33,0,0,0
1853,22,45.6124,1,45.6124,0,1,1,0
1854,1,30.1538,1,30.1538,0,0,0,0
1855,3,103.7602,3,85.6302,18.13,0,1,0
1856,0,24.2046,1,24.2046,0,1,0,0
1857,4,114.1268,3,114.1268,0,0,1,0
1858,2,158.9633,3,136.6733,22.29,0,0,0
1859,4,66.3564,2,47.5064,18.85,0,1,1
1860,0,10.9173,1,10.9173,0,0,0,0
1861,6,50.499,1,50.499,0,1,1,0
1862,13,86.71,3,0,86.71,0,0,0
1863,1,71.9931,3,60.0531,11.94,0,0,0
1864,2,93.0885,3,75.4285,17.66,0,1,1
1865,3,113.8667,1,113.8667,0,0,1,0
1866,1,334.8724,7,260.7724,74.1,0,1,1
1867,2,20.2181,1,20.2181,0,0,0,0
1868,2,79.5042,3,69.2742,10.23,0,0,0
1869,1,78.2218,3,67.1518,11.07,0,0,0
1870,1,242.926,7,178.056,64.87,0,1,0
1871,0,165.1503,3,165.1503,0,0,1,0
1872,3,33.8027,1,33.8027,0,0,1,0
1873,2,71.3702,2,58.2102,13.16,0,1,1
1874,2,69.4617,2,56.6617,12.8,0,1,1
1875,2,108.9811,4,37.9111,71.07,0,1,1
1876,1,222.4167,5,222.4167,0,0,0,0
1877,2,58.2641,1,58.2641,0,0,1,0
1878,1,120.243,2,120.243,0,0,1,0
1879,1,129.6426,4,118.5126,11.13,0,1,0
1880,1,127.5249,6,98.9149,28.61,0,0,0
1881,4,75.5255,2,57.7655,17.76,0,1,1
1882,0,190.3178,4,181.3178,9,0,0,0
1883,4,56.52,2,0,56.52,0,0,0
1884,0,92.8867,3,92.8867,0,0,0,0
1885,9,86.3555,3,34.6755,51.68,0,1,1
1886,3,55.9357,3,37.9757,17.96,0,1,1
1887,0,38.0198,1,38.0198,0,0,0,0
1888,2,50.2311,1,50.2311,0,0,1,0
1889,0,65.8454,3,34.2454,31.6,0,1,1
1890,11,55.8371,1,55.8371,0,0,1,0
1891,4,179.5951,1,179.5951,0,1,1,0
1892,1,258.9137,6,165.4537,93.46,0,1,1
1893,3,14.379,1,14.379,0,1,0,0
1894,4,44.1859,1,44.1859,0,0,1,0
1895,5,49.3898,2,27.5398,21.85,0,0,0
1896,2,123.31,5,84.83,38.48,0,0,0
1897,3,90.7674,4,71.7274,19.04,0,1,1
1898,2,57.9993,2,45.0993,12.9,0,1,1
1899,2,82.659,2,50.679,31.98,0,1,1
1900,2,117.1929,2,117.1929,0,0,1,0
1901,0,167.4039,4,130.8539,36.55,0,0,0
1902,1,223.7185,6,142.6585,81.06,0,1,1
1903,2,20.6116,1,20.6116,0,0,0,0
1904,2,71.407,2,64.437,6.97,0,1,0
1905,0,95.0251,4,67.9251,27.1,0,1,1
1906,2,58.4099,2,47.7099,10.7,0,1,1
1907,4,78.2853,1,78.2853,0,0,1,0
1908,0,227.8702,6,144.7202,83.15,0,1,0
1909,2,29.3,1,0,29.3,0,0,0
